Theta Phi Col1 Col2 Intensity
27.0 105.0 36272.8 44385.0 0.16377512499999994
27.0 108.0 28250.5 44385.0 0.012138975000000036
27.0 111.0 25019.6 44385.0 0.035758499999999985
27.0 114.0 25019.6 44385.0 -0.00374125
27.0 117.0 26948.0 44385.0 -0.14208149999999997
27.0 120.0 11369.8 44385.0 -0.22731382499999997
27.0 123.0 25901.4 44385.0 -0.29654595
27.0 126.0 40450.0 44385.0 0.02278660000000001
27.0 129.0 29323.9 44385.0 0.029749474999999966
27.0 132.0 38950.8 44385.0 0.1081368
27.0 135.0 49194.1 44385.0 0.023040150000000016
27.0 138.0 44264.1 44385.0 0.058755424999999986
27.0 141.0 35453.8 44385.0 0.039960000000000044
27.0 144.0 36811.1 44385.0 0.11105820000000001
27.0 147.0 23189.0 44385.0 -0.099742375
27.0 150.0 38752.5 44385.0 -0.08110824999999997
27.0 153.0 32315.6 44385.0 0.041029175000000015
27.0 156.0 39273.9 44385.0 0.08574017500000002
27.0 159.0 39273.9 44385.0 0.0060545249999999955
27.0 162.0 35387.2 44385.0 -0.11703365000000003
27.0 165.0 37553.7 44385.0 -0.05675525000000003
27.0 168.0 37553.7 44385.0 0.010168049999999977
27.0 171.0 33548.5 44385.0 -0.06723034999999998
27.0 174.0 46418.8 44385.0 -0.014384275000000028
27.0 177.0 38582.6 44385.0 0.025727850000000017
27.0 180.0 50152.3 44385.0 0.13718144999999998
27.0 183.0 39486.7 44385.0 0.17249865
27.0 186.0 39791.8 44385.0 0.020466625000000013
27.0 189.0 45926.0 44385.0 0.08692887500000006
27.0 192.0 45593.5 44385.0 -0.09062345000000001
27.0 195.0 56996.0 44385.0 0.163775125
27.0 198.0 56996.0 44385.0 0.01213897500000003
27.0 201.0 56654.8 44385.0 0.035758500000000026
27.0 204.0 59632.5 44385.0 -0.0037412499999999924
27.0 207.0 39812.8 44385.0 -0.14208150000000003
27.0 210.0 51918.0 44385.0 -0.227313825
27.0 213.0 44970.4 44385.0 -0.29654595
27.0 216.0 41081.1 44385.0 0.02278660000000001
27.0 219.0 41081.1 44385.0 0.029749474999999973
27.0 222.0 52448.5 44385.0 0.10813679999999999
27.0 225.0 54002.1 44385.0 0.02304015000000003
27.0 228.0 45811.7 44385.0 0.05875542499999998
27.0 231.0 52915.5 44385.0 0.03996000000000001
27.0 234.0 61400.3 44385.0 0.11105820000000002
27.0 237.0 49652.6 44385.0 -0.099742375
27.0 240.0 41508.0 44385.0 -0.08110824999999998
27.0 243.0 56435.3 44385.0 0.04102917499999999
27.0 246.0 56499.4 44385.0 0.08574017499999999
27.0 249.0 59168.5 44385.0 0.006054525000000018
27.0 252.0 54948.6 44385.0 -0.11703365
27.0 255.0 55631.4 44385.0 -0.056755250000000014
27.0 258.0 50471.4 44385.0 0.010168049999999986
27.0 261.0 44006.8 44385.0 -0.06723035
27.0 264.0 46472.3 44385.0 -0.014384275000000012
27.0 267.0 50105.1 44385.0 0.025727850000000024
27.0 270.0 57316.7 44385.0 0.13718145
27.0 273.0 59494.2 44385.0 0.17249865000000003
27.0 276.0 54389.7 44385.0 0.02046662499999999
27.0 279.0 68019.5 44385.0 0.08692887500000004
27.0 282.0 49615.3 44385.0 -0.09062345000000002
27.0 285.0 62724.2 44385.0 0.16377512500000002
27.0 288.0 52432.7 44385.0 0.01213897500000003
27.0 291.0 61668.5 44385.0 0.03575850000000002
27.0 294.0 51102.1 44385.0 -0.003741249999999991
27.0 297.0 54851.8 44385.0 -0.14208150000000003
27.0 300.0 47413.1 44385.0 -0.227313825
27.0 303.0 34109.0 44385.0 -0.29654595
27.0 306.0 51089.1 44385.0 0.02278660000000001
27.0 309.0 60818.8 44385.0 0.029749474999999994
27.0 312.0 47366.6 44385.0 0.1081368
27.0 315.0 36303.8 44385.0 0.023040150000000027
27.0 318.0 53408.7 44385.0 0.058755424999999986
27.0 321.0 42570.4 44385.0 0.03995999999999999
27.0 324.0 55516.6 44385.0 0.11105820000000001
27.0 327.0 46905.3 44385.0 -0.09974237499999998
27.0 330.0 48421.6 44385.0 -0.08110824999999998
27.0 333.0 49854.3 44385.0 0.041029175
27.0 336.0 68657.0 44385.0 0.08574017500000002
27.0 339.0 50589.4 44385.0 0.0060545249999999955
27.0 342.0 35716.1 44385.0 -0.11703364999999999
27.0 345.0 40753.1 44385.0 -0.05675525000000004
27.0 348.0 48946.5 44385.0 0.010168049999999984
27.0 351.0 52838.3 44385.0 -0.06723035
27.0 354.0 45494.1 44385.0 -0.014384275000000024
27.0 357.0 34165.4 44385.0 0.025727849999999972
30.0 0.0 147018.7 101076.3 -0.02353522499999999
30.0 3.0 124515.9 101076.3 0.15059965000000003
30.0 6.0 115642.3 101076.3 0.023894250000000002
30.0 9.0 114596.1 101076.3 0.130564975
30.0 12.0 79344.0 101076.3 -0.06356914999999999
30.0 15.0 125028.8 101076.3 -0.03944494999999997
30.0 18.0 85311.9 101076.3 -0.027522625
30.0 21.0 130083.9 101076.3 0.0565817
30.0 24.0 130083.9 101076.3 0.052149299999999996
30.0 27.0 84100.2 101076.3 -0.09370997499999999
30.0 30.0 74172.9 101076.3 -0.051977025
30.0 33.0 105506.8 101076.3 0.04056324999999997
30.0 36.0 72496.8 101076.3 -0.03104452500000001
30.0 39.0 97301.8 101076.3 -0.027583775
30.0 42.0 61941.6 101076.3 -0.005061374999999994
30.0 45.0 119244.8 101076.3 0.11282247499999996
30.0 48.0 93751.8 101076.3 -0.04628962499999999
30.0 51.0 93724.1 101076.3 -0.031673649999999984
30.0 54.0 108819.8 101076.3 0.027331325
30.0 57.0 92708.9 101076.3 0.01714387500000001
30.0 60.0 73910.4 101076.3 -0.0001239499999999986
30.0 63.0 75306.4 101076.3 0.008233924999999998
30.0 66.0 81774.0 101076.3 0.0168234
30.0 69.0 73874.9 101076.3 -0.030368324999999995
30.0 72.0 73874.9 101076.3 -0.10986462499999998
30.0 75.0 96899.7 101076.3 -0.06476912500000001
30.0 78.0 63730.0 101076.3 0.004337200000000004
30.0 81.0 93870.8 101076.3 -0.025982975000000012
30.0 84.0 78135.1 101076.3 0.045714025
30.0 87.0 76660.9 101076.3 0.003675750000000007
30.0 90.0 68449.6 101076.3 -0.02353522499999999
30.0 93.0 82391.6 101076.3 0.15059965000000003
30.0 96.0 95656.0 101076.3 0.02389425
30.0 99.0 95656.0 101076.3 0.13056497499999997
30.0 102.0 67918.7 101076.3 -0.06356914999999999
30.0 105.0 58341.6 101076.3 -0.039444949999999965
30.0 108.0 68420.1 101076.3 -0.027522625
30.0 111.0 87091.0 101076.3 0.056581699999999985
30.0 114.0 69150.9 101076.3 0.052149299999999996
30.0 117.0 65762.0 101076.3 -0.09370997499999999
30.0 120.0 63071.8 101076.3 -0.051977024999999996
30.0 123.0 74420.3 101076.3 0.04056324999999998
30.0 126.0 86383.4 101076.3 -0.03104452500000001
30.0 129.0 57089.5 101076.3 -0.027583775000000015
30.0 132.0 107919.0 101076.3 -0.005061374999999992
30.0 135.0 80840.0 101076.3 0.11282247499999999
30.0 138.0 90442.6 101076.3 -0.046289624999999994
30.0 141.0 63905.3 101076.3 -0.031673649999999984
30.0 144.0 71468.4 101076.3 0.027331325000000004
30.0 147.0 74491.9 101076.3 0.017143874999999996
30.0 150.0 87524.5 101076.3 -0.000123950000000006
30.0 153.0 91710.8 101076.3 0.00823392499999999
30.0 156.0 76055.6 101076.3 0.016823400000000002
30.0 159.0 81516.4 101076.3 -0.03036832499999999
30.0 162.0 62365.6 101076.3 -0.10986462499999998
30.0 165.0 80040.5 101076.3 -0.06476912499999998
30.0 168.0 89984.2 101076.3 0.0043372000000000055
30.0 171.0 85295.6 101076.3 -0.025982975000000023
30.0 174.0 77330.5 101076.3 0.045714024999999985
30.0 177.0 88935.9 101076.3 0.0036757499999999907
30.0 180.0 100058.1 101076.3 -0.023535224999999996
30.0 183.0 130262.8 101076.3 0.15059965000000003
30.0 186.0 89427.6 101076.3 0.023894250000000006
30.0 189.0 116745.9 101076.3 0.13056497499999997
30.0 192.0 116071.2 101076.3 -0.06356914999999999
30.0 195.0 106652.2 101076.3 -0.03944494999999997
30.0 198.0 132987.7 101076.3 -0.027522624999999988
30.0 201.0 101534.0 101076.3 0.0565817
30.0 204.0 108007.4 101076.3 0.052149299999999996
30.0 207.0 87558.2 101076.3 -0.09370997499999997
30.0 210.0 121566.3 101076.3 -0.051977024999999996
30.0 213.0 131710.3 101076.3 0.040563249999999974
30.0 216.0 104350.4 101076.3 -0.031044525000000003
30.0 219.0 110400.0 101076.3 -0.027583774999999994
30.0 222.0 116561.9 101076.3 -0.005061374999999994
30.0 225.0 119921.9 101076.3 0.11282247499999999
30.0 228.0 114969.5 101076.3 -0.046289625
30.0 231.0 133754.7 101076.3 -0.03167365
30.0 234.0 124920.7 101076.3 0.027331324999999993
30.0 237.0 134505.1 101076.3 0.01714387499999998
30.0 240.0 129654.7 101076.3 -0.0001239499999999949
30.0 243.0 119064.7 101076.3 0.008233924999999979
30.0 246.0 137509.4 101076.3 0.0168234
30.0 249.0 129486.5 101076.3 -0.03036832499999998
30.0 252.0 128359.5 101076.3 -0.10986462499999998
30.0 255.0 91380.3 101076.3 -0.06476912499999998
30.0 258.0 145319.2 101076.3 0.0043372000000000055
30.0 261.0 122034.9 101076.3 -0.02598297500000002
30.0 264.0 126252.2 101076.3 0.045714025
30.0 267.0 122320.5 101076.3 0.0036757499999999963
30.0 270.0 108403.7 101076.3 -0.023535224999999993
30.0 273.0 154211.9 101076.3 0.15059965000000003
30.0 276.0 125281.0 101076.3 0.023894249999999995
30.0 279.0 144773.0 101076.3 0.130564975
30.0 282.0 131272.0 101076.3 -0.06356914999999999
30.0 285.0 119024.7 101076.3 -0.039444949999999965
30.0 288.0 120232.3 101076.3 -0.02752262499999999
30.0 291.0 114142.0 101076.3 0.05658169999999999
30.0 294.0 131484.9 101076.3 0.052149299999999996
30.0 297.0 141199.1 101076.3 -0.093709975
30.0 300.0 139383.6 101076.3 -0.051977024999999996
30.0 303.0 114699.3 101076.3 0.04056324999999998
30.0 306.0 131458.1 101076.3 -0.03104452500000001
30.0 309.0 137362.5 101076.3 -0.027583774999999984
30.0 312.0 111322.7 101076.3 -0.00506137499999999
30.0 315.0 125049.5 101076.3 0.11282247499999998
30.0 318.0 74873.4 101076.3 -0.046289624999999994
30.0 321.0 98803.2 101076.3 -0.031673649999999984
30.0 324.0 100994.2 101076.3 0.027331324999999993
30.0 327.0 103514.8 101076.3 0.01714387500000001
30.0 330.0 107493.6 101076.3 -0.0001239499999999912
30.0 333.0 111544.9 101076.3 0.008233924999999982
30.0 336.0 107475.1 101076.3 0.0168234
30.0 339.0 97050.9 101076.3 -0.030368324999999988
30.0 342.0 85450.4 101076.3 -0.10986462499999998
30.0 345.0 81370.9 101076.3 -0.06476912500000001
30.0 348.0 95936.4 101076.3 0.0043372000000000055
30.0 351.0 67910.4 101076.3 -0.025982975000000026
30.0 354.0 112044.0 101076.3 0.04571402499999999
30.0 357.0 88980.8 101076.3 0.0036757500000000054
33.0 0.0 90256.5 101190.9 -0.0315803
33.0 3.0 95768.3 101190.9 0.133775525
33.0 6.0 99352.4 101190.9 -0.035573949999999986
33.0 9.0 88710.0 101190.9 -0.06925742500000001
33.0 12.0 96834.9 101190.9 0.06392477499999999
33.0 15.0 87220.6 101190.9 -0.034965575000000006
33.0 18.0 84583.2 101190.9 0.034680925
33.0 21.0 89915.3 101190.9 -0.008237524999999997
33.0 24.0 75604.4 101190.9 -0.08668332499999998
33.0 27.0 74564.6 101190.9 -0.14521232499999998
33.0 30.0 80182.3 101190.9 0.06435819999999999
33.0 33.0 79871.0 101190.9 -0.10198092499999997
33.0 36.0 77723.9 101190.9 -0.07791744999999997
33.0 39.0 69848.5 101190.9 0.03825262500000002
33.0 42.0 67183.4 101190.9 -0.028826025000000005
33.0 45.0 73467.5 101190.9 -0.048185749999999986
33.0 48.0 75754.3 101190.9 0.07077445000000002
33.0 51.0 87921.4 101190.9 0.087258325
33.0 54.0 100500.1 101190.9 0.138190775
33.0 57.0 56927.5 101190.9 -0.010978650000000015
33.0 60.0 74759.8 101190.9 0.037706125
33.0 63.0 91971.8 101190.9 0.023169099999999988
33.0 66.0 69164.6 101190.9 -0.02189455000000002
33.0 69.0 80705.1 101190.9 0.0833038
33.0 72.0 68038.9 101190.9 -0.010531274999999988
33.0 75.0 56385.2 101190.9 -0.009681175000000004
33.0 78.0 42205.3 101190.9 -0.04917745000000003
33.0 81.0 65204.8 101190.9 0.021003625000000022
33.0 84.0 46100.2 101190.9 -0.08072590000000002
33.0 87.0 75037.9 101190.9 0.08590837500000002
33.0 90.0 85419.3 101190.9 -0.03158029999999999
33.0 93.0 93587.4 101190.9 0.133775525
33.0 96.0 73545.2 101190.9 -0.035573949999999986
33.0 99.0 64673.4 101190.9 -0.06925742500000001
33.0 102.0 73287.5 101190.9 0.06392477499999998
33.0 105.0 76544.8 101190.9 -0.034965575000000006
33.0 108.0 76404.5 101190.9 0.034680924999999974
33.0 111.0 68227.5 101190.9 -0.00823752499999999
33.0 114.0 78375.1 101190.9 -0.086683325
33.0 117.0 62797.2 101190.9 -0.14521232499999998
33.0 120.0 96209.7 101190.9 0.06435819999999999
33.0 123.0 65118.6 101190.9 -0.101980925
33.0 126.0 68525.3 101190.9 -0.07791744999999999
33.0 129.0 78808.8 101190.9 0.038252625000000005
33.0 132.0 67825.4 101190.9 -0.028826025000000005
33.0 135.0 71938.6 101190.9 -0.04818574999999999
33.0 138.0 76110.4 101190.9 0.07077445
33.0 141.0 92160.6 101190.9 0.087258325
33.0 144.0 87845.5 101190.9 0.138190775
33.0 147.0 88241.3 101190.9 -0.010978650000000015
33.0 150.0 97922.8 101190.9 0.037706125
33.0 153.0 71148.1 101190.9 0.023169099999999988
33.0 156.0 92813.0 101190.9 -0.02189455000000001
33.0 159.0 90447.7 101190.9 0.08330379999999998
33.0 162.0 81636.3 101190.9 -0.010531275000000003
33.0 165.0 89445.1 101190.9 -0.009681175000000005
33.0 168.0 109819.2 101190.9 -0.049177450000000004
33.0 171.0 82745.3 101190.9 0.02100362500000002
33.0 174.0 95131.5 101190.9 -0.0807259
33.0 177.0 97571.9 101190.9 0.08590837499999998
33.0 180.0 78396.1 101190.9 -0.031580300000000006
33.0 183.0 116679.2 101190.9 0.133775525
33.0 186.0 89788.3 101190.9 -0.035573950000000014
33.0 189.0 101406.4 101190.9 -0.06925742500000001
33.0 192.0 101406.4 101190.9 0.06392477499999998
33.0 195.0 103079.8 101190.9 -0.034965575
33.0 198.0 129572.7 101190.9 0.034680925
33.0 201.0 106811.0 101190.9 -0.00823752499999999
33.0 204.0 114178.8 101190.9 -0.086683325
33.0 207.0 97124.1 101190.9 -0.14521232499999998
33.0 210.0 114525.5 101190.9 0.06435819999999999
33.0 213.0 99204.6 101190.9 -0.10198092500000001
33.0 216.0 121207.1 101190.9 -0.07791744999999996
33.0 219.0 119919.0 101190.9 0.038252625
33.0 222.0 141419.4 101190.9 -0.028826025
33.0 225.0 130462.6 101190.9 -0.048185750000000006
33.0 228.0 161984.4 101190.9 0.07077445000000002
33.0 231.0 116984.1 101190.9 0.087258325
33.0 234.0 153234.0 101190.9 0.138190775
33.0 237.0 133173.8 101190.9 -0.010978650000000019
33.0 240.0 131431.0 101190.9 0.03770612499999999
33.0 243.0 139286.6 101190.9 0.023169100000000005
33.0 246.0 102249.6 101190.9 -0.02189455000000001
33.0 249.0 167750.9 101190.9 0.08330379999999997
33.0 252.0 132163.8 101190.9 -0.010531274999999996
33.0 255.0 143456.3 101190.9 -0.00968117499999998
33.0 258.0 149111.4 101190.9 -0.04917745
33.0 261.0 178893.1 101190.9 0.021003625000000012
33.0 264.0 138245.4 101190.9 -0.08072590000000002
33.0 267.0 146187.4 101190.9 0.08590837500000001
33.0 270.0 133548.5 101190.9 -0.031580299999999985
33.0 273.0 149211.9 101190.9 0.133775525
33.0 276.0 125652.5 101190.9 -0.03557395
33.0 279.0 124045.5 101190.9 -0.06925742500000003
33.0 282.0 166771.8 101190.9 0.06392477499999998
33.0 285.0 118660.2 101190.9 -0.034965575000000026
33.0 288.0 128204.8 101190.9 0.03468092499999999
33.0 291.0 138556.6 101190.9 -0.008237525000000002
33.0 294.0 91887.8 101190.9 -0.086683325
33.0 297.0 109776.6 101190.9 -0.14521232499999998
33.0 300.0 132953.0 101190.9 0.0643582
33.0 303.0 116186.6 101190.9 -0.101980925
33.0 306.0 102190.4 101190.9 -0.07791744999999999
33.0 309.0 160287.8 101190.9 0.038252625000000026
33.0 312.0 125310.8 101190.9 -0.028826024999999995
33.0 315.0 109221.4 101190.9 -0.04818575
33.0 318.0 126909.2 101190.9 0.07077445
33.0 321.0 134128.2 101190.9 0.087258325
33.0 324.0 107899.1 101190.9 0.138190775
33.0 327.0 130023.0 101190.9 -0.010978650000000024
33.0 330.0 110785.4 101190.9 0.037706125
33.0 333.0 102299.4 101190.9 0.023169099999999995
33.0 336.0 124703.1 101190.9 -0.021894550000000016
33.0 339.0 99223.9 101190.9 0.08330379999999998
33.0 342.0 118112.2 101190.9 -0.01053127499999998
33.0 345.0 118112.2 101190.9 -0.009681174999999995
33.0 348.0 96341.0 101190.9 -0.049177450000000004
33.0 351.0 94957.1 101190.9 0.021003624999999998
33.0 354.0 99137.6 101190.9 -0.0807259
33.0 357.0 112392.3 101190.9 0.085908375
36.0 0.0 84387.7 84389.3 -0.012312450000000008
36.0 3.0 83784.3 84389.3 -0.032805049999999995
36.0 6.0 81057.3 84389.3 -0.013481099999999987
36.0 9.0 80479.9 84389.3 0.056487674999999994
36.0 12.0 80614.5 84389.3 0.0014415999999999984
36.0 15.0 77750.9 84389.3 -0.05006509999999999
36.0 18.0 69676.4 84389.3 -0.0501594
36.0 21.0 49241.8 84389.3 -0.16590535
36.0 24.0 60419.9 84389.3 -0.11822422499999997
36.0 27.0 67534.2 84389.3 -0.058026900000000006
36.0 30.0 66763.2 84389.3 -0.0400013
36.0 33.0 63144.0 84389.3 -0.05132744999999999
36.0 36.0 63144.0 84389.3 -0.027781874999999987
36.0 39.0 70893.7 84389.3 0.08511752499999999
36.0 42.0 73235.9 84389.3 0.09373197500000001
36.0 45.0 66512.5 84389.3 0.08012395000000001
36.0 48.0 72846.8 84389.3 0.07788972499999999
36.0 51.0 74215.9 84389.3 0.07398725
36.0 54.0 75649.8 84389.3 0.09391092500000002
36.0 57.0 58582.4 84389.3 0.061754500000000025
36.0 60.0 69460.5 84389.3 0.10726242500000002
36.0 63.0 62960.5 84389.3 0.032516725
36.0 66.0 61893.9 84389.3 0.0049641249999999955
36.0 69.0 67783.8 84389.3 5.2949999999996056e-05
36.0 72.0 55035.9 84389.3 -0.00517070000000001
36.0 75.0 55365.4 84389.3 0.030270599999999984
36.0 78.0 44240.0 84389.3 -0.054493849999999996
36.0 81.0 60066.3 84389.3 -0.012558300000000007
36.0 84.0 49950.2 84389.3 -0.049832875000000026
36.0 87.0 50039.3 84389.3 -0.021379325000000015
36.0 90.0 60637.7 84389.3 -0.012312450000000015
36.0 93.0 52504.8 84389.3 -0.032805049999999995
36.0 96.0 54847.9 84389.3 -0.013481099999999987
36.0 99.0 63225.7 84389.3 0.056487675
36.0 102.0 56299.9 84389.3 0.0014416000000000131
36.0 105.0 50597.6 84389.3 -0.050065099999999994
36.0 108.0 55956.8 84389.3 -0.05015939999999998
36.0 111.0 47973.5 84389.3 -0.16590534999999998
36.0 114.0 55124.7 84389.3 -0.118224225
36.0 117.0 56529.8 84389.3 -0.058026900000000006
36.0 120.0 59555.5 84389.3 -0.040001300000000004
36.0 123.0 59116.9 84389.3 -0.05132744999999999
36.0 126.0 63898.3 84389.3 -0.027781875
36.0 129.0 62798.8 84389.3 0.08511752500000001
36.0 132.0 74218.6 84389.3 0.09373197500000001
36.0 135.0 77107.4 84389.3 0.08012395
36.0 138.0 70581.3 84389.3 0.07788972499999999
36.0 141.0 72565.6 84389.3 0.07398725000000002
36.0 144.0 71282.8 84389.3 0.09391092500000002
36.0 147.0 77326.7 84389.3 0.06175450000000002
36.0 150.0 87167.2 84389.3 0.10726242499999998
36.0 153.0 73203.5 84389.3 0.032516724999999996
36.0 156.0 71231.2 84389.3 0.004964124999999993
36.0 159.0 69418.0 84389.3 5.2950000000007155e-05
36.0 162.0 73070.5 84389.3 -0.005170699999999995
36.0 165.0 84578.5 84389.3 0.030270599999999984
36.0 168.0 68921.0 84389.3 -0.05449384999999999
36.0 171.0 75766.7 84389.3 -0.012558299999999996
36.0 174.0 75664.0 84389.3 -0.04983287500000002
36.0 177.0 73855.1 84389.3 -0.021379325000000005
36.0 180.0 78120.1 84389.3 -0.012312450000000016
36.0 183.0 77048.5 84389.3 -0.03280505
36.0 186.0 85382.8 84389.3 -0.013481100000000001
36.0 189.0 92598.0 84389.3 0.05648767499999999
36.0 192.0 85167.6 84389.3 0.0014415999999999947
36.0 195.0 84680.0 84389.3 -0.05006510000000001
36.0 198.0 81904.4 84389.3 -0.05015940000000001
36.0 201.0 81900.2 84389.3 -0.16590535
36.0 204.0 75168.8 84389.3 -0.11822422499999997
36.0 207.0 89498.9 84389.3 -0.0580269
36.0 210.0 89159.7 84389.3 -0.0400013
36.0 213.0 95342.7 84389.3 -0.051327450000000004
36.0 216.0 100588.3 84389.3 -0.027781875
36.0 219.0 108307.3 84389.3 0.08511752500000001
36.0 222.0 111016.8 84389.3 0.093731975
36.0 225.0 107369.8 84389.3 0.08012395000000001
36.0 228.0 103976.5 84389.3 0.07788972499999999
36.0 231.0 111633.7 84389.3 0.07398725
36.0 234.0 110518.5 84389.3 0.093910925
36.0 237.0 111299.5 84389.3 0.06175450000000001
36.0 240.0 112685.1 84389.3 0.10726242500000001
36.0 243.0 115470.3 84389.3 0.032516725
36.0 246.0 117091.6 84389.3 0.0049641249999999824
36.0 249.0 110401.7 84389.3 5.2949999999996056e-05
36.0 252.0 116679.5 84389.3 -0.005170700000000004
36.0 255.0 114277.4 84389.3 0.030270599999999998
36.0 258.0 114082.6 84389.3 -0.05449384999999999
36.0 261.0 114994.1 84389.3 -0.0125583
36.0 264.0 113589.0 84389.3 -0.04983287500000002
36.0 267.0 118124.5 84389.3 -0.02137932500000002
36.0 270.0 113263.9 84389.3 -0.012312450000000008
36.0 273.0 121509.6 84389.3 -0.03280505000000002
36.0 276.0 117348.4 84389.3 -0.01348110000000003
36.0 279.0 123165.9 84389.3 0.05648767499999999
36.0 282.0 120358.2 84389.3 0.0014415999999999873
36.0 285.0 112015.5 84389.3 -0.050065099999999994
36.0 288.0 116304.4 84389.3 -0.0501594
36.0 291.0 110295.4 84389.3 -0.16590535
36.0 294.0 108607.2 84389.3 -0.11822422499999997
36.0 297.0 104339.9 84389.3 -0.058026900000000006
36.0 300.0 108066.5 84389.3 -0.040001300000000004
36.0 303.0 102490.8 84389.3 -0.05132744999999999
36.0 306.0 98527.6 84389.3 -0.027781875
36.0 309.0 127789.8 84389.3 0.08511752500000001
36.0 312.0 105158.9 84389.3 0.093731975
36.0 315.0 110089.6 84389.3 0.08012395000000001
36.0 318.0 111580.1 84389.3 0.07788972499999997
36.0 321.0 96384.4 84389.3 0.07398725
36.0 324.0 104801.8 84389.3 0.09391092499999998
36.0 327.0 111921.1 84389.3 0.06175450000000001
36.0 330.0 95958.3 84389.3 0.10726242499999998
36.0 333.0 94033.2 84389.3 0.03251672500000001
36.0 336.0 86100.8 84389.3 0.004964124999999986
36.0 339.0 82103.6 84389.3 5.2949999999999756e-05
36.0 342.0 91349.9 84389.3 -0.00517070000000001
36.0 345.0 91793.6 84389.3 0.03027059999999999
36.0 348.0 96510.2 84389.3 -0.05449384999999998
36.0 351.0 77408.4 84389.3 -0.012558300000000007
36.0 354.0 80579.4 84389.3 -0.04983287500000003
36.0 357.0 87024.3 84389.3 -0.021379325000000015
39.0 0.0 84911.2 84626.9 -0.06830619999999998
39.0 3.0 82178.2 84626.9 -0.0651148
39.0 6.0 83966.5 84626.9 0.036257850000000015
39.0 9.0 79465.7 84626.9 -0.04086925
39.0 12.0 78752.0 84626.9 -0.0578672
39.0 15.0 69997.2 84626.9 -0.05597635000000002
39.0 18.0 65408.0 84626.9 -0.07652795000000001
39.0 21.0 58416.5 84626.9 -0.156112125
39.0 24.0 64006.2 84626.9 -0.09667132499999997
39.0 27.0 79807.0 84626.9 -0.05467064999999998
39.0 30.0 72397.5 84626.9 -0.0480354
39.0 33.0 80502.5 84626.9 0.008881150000000003
39.0 36.0 69234.5 84626.9 -0.023223199999999986
39.0 39.0 79350.4 84626.9 0.01603240000000001
39.0 42.0 83314.3 84626.9 0.14510857499999996
39.0 45.0 83413.7 84626.9 0.10584612500000003
39.0 48.0 79950.2 84626.9 0.07256545
39.0 51.0 83467.9 84626.9 0.10395685000000005
39.0 54.0 78978.3 84626.9 0.14145424999999998
39.0 57.0 83545.4 84626.9 0.12537912500000004
39.0 60.0 74527.3 84626.9 0.1311019
39.0 63.0 75509.4 84626.9 0.11711920000000002
39.0 66.0 67546.2 84626.9 0.038005024999999984
39.0 69.0 67317.1 84626.9 0.052832899999999974
39.0 72.0 69889.4 84626.9 0.06425514999999998
39.0 75.0 57317.3 84626.9 -0.024578225
39.0 78.0 49558.2 84626.9 -0.10171682499999998
39.0 81.0 49558.2 84626.9 -0.09837537500000003
39.0 84.0 51415.3 84626.9 -0.0941612
39.0 87.0 51567.5 84626.9 -0.05937882499999999
39.0 90.0 57776.0 84626.9 -0.06830619999999998
39.0 93.0 63164.7 84626.9 -0.0651148
39.0 96.0 69434.1 84626.9 0.03625785000000003
39.0 99.0 52514.8 84626.9 -0.04086924999999999
39.0 102.0 51586.0 84626.9 -0.05786719999999998
39.0 105.0 61031.4 84626.9 -0.05597635000000004
39.0 108.0 54660.3 84626.9 -0.07652795000000001
39.0 111.0 55537.6 84626.9 -0.156112125
39.0 114.0 64435.2 84626.9 -0.09667132499999997
39.0 117.0 54919.6 84626.9 -0.05467064999999998
39.0 120.0 58491.2 84626.9 -0.048035399999999985
39.0 123.0 67434.8 84626.9 0.008881150000000011
39.0 126.0 66855.3 84626.9 -0.023223200000000006
39.0 129.0 66090.7 84626.9 0.016032399999999992
39.0 132.0 87338.2 84626.9 0.14510857499999996
39.0 135.0 78913.0 84626.9 0.10584612500000003
39.0 138.0 72208.6 84626.9 0.07256545
39.0 141.0 75441.2 84626.9 0.10395685000000003
39.0 144.0 79723.8 84626.9 0.14145425
39.0 147.0 75511.3 84626.9 0.125379125
39.0 150.0 77294.0 84626.9 0.1311019
39.0 153.0 77019.8 84626.9 0.11711919999999999
39.0 156.0 70535.5 84626.9 0.03800502499999999
39.0 159.0 71530.2 84626.9 0.05283289999999998
39.0 162.0 81345.0 84626.9 0.06425515000000001
39.0 165.0 67312.0 84626.9 -0.02457822500000002
39.0 168.0 67235.4 84626.9 -0.10171682499999998
39.0 171.0 66788.4 84626.9 -0.09837537500000001
39.0 174.0 72561.2 84626.9 -0.09416119999999999
39.0 177.0 71874.3 84626.9 -0.05937882500000001
39.0 180.0 70534.0 84626.9 -0.06830619999999998
39.0 183.0 62105.8 84626.9 -0.06511480000000001
39.0 186.0 86311.8 84626.9 0.03625785
39.0 189.0 89242.0 84626.9 -0.04086925
39.0 192.0 83622.9 84626.9 -0.05786719999999999
39.0 195.0 89235.1 84626.9 -0.05597635000000004
39.0 198.0 83410.2 84626.9 -0.07652795000000001
39.0 201.0 77748.7 84626.9 -0.156112125
39.0 204.0 78474.6 84626.9 -0.09667132499999997
39.0 207.0 82403.8 84626.9 -0.05467064999999998
39.0 210.0 91341.2 84626.9 -0.04803539999999999
39.0 213.0 93105.8 84626.9 0.008881150000000027
39.0 216.0 94931.4 84626.9 -0.023223199999999992
39.0 219.0 96382.2 84626.9 0.016032399999999985
